url,label,kategori
https://ccunpacked.dev/,safe,Live Safe (Tech News)
https://home.cern/news/news/engineering/cern-levels-new-superconducting-karts,safe,Live Safe (Tech News)
https://www.science.org/content/article/neanderthals-survived-knife-s-edge-350-000-years,safe,Live Safe (Tech News)
https://blog.calif.io/p/mad-bugs-vim-vs-emacs-vs-claude,safe,Live Safe (Tech News)
https://www.jeffgeerling.com/blog/2026/minidv-with-raspberry-pi-firewire-hat/,safe,Live Safe (Tech News)
https://arxiv.org/abs/2602.04118,safe,Live Safe (Tech News)
https://chrisseaton.com/truffleruby/,safe,Live Safe (Tech News)
https://prismml.com/,safe,Live Safe (Tech News)
https://scottlawsonbc.com/post/dot-system,safe,Live Safe (Tech News)
https://github.com/yannick-cw/korb,safe,Live Safe (Tech News)
https://ministack.org/,safe,Live Safe (Tech News)
https://alex000kim.com/posts/2026-03-31-claude-code-source-leak/,safe,Live Safe (Tech News)
https://www.dbpro.app/blog/chess-in-pure-sql,safe,Live Safe (Tech News)
https://www.cnbc.com/2026/03/31/openai-funding-round-ipo.html,safe,Live Safe (Tech News)
https://swiftrocks.com/digitizing-photos-from-the-1998-game-boy-camera,safe,Live Safe (Tech News)
http://lughat.blogspot.com/2017/10/butterfly-collecting-history-of-insult.html,safe,Live Safe (Tech News)
https://www.geekbench.com/blog/2026/03/analyzing-geekbench-6-under-intels-bot/,safe,Live Safe (Tech News)
https://github.com/danieldugas/HYPERHELL,safe,Live Safe (Tech News)
https://www.greptile.com/blog/ai-slopware-future,safe,Live Safe (Tech News)
https://nautil.us/ordinary-lab-gloves-may-have-skewed-microplastic-data-1279386,safe,Live Safe (Tech News)
https://solvespace.com/webver.pl,safe,Live Safe (Tech News)
https://responsiblestatecraft.org/iran-strait-of-hormuz/,safe,Live Safe (Tech News)
https://hypha.pub/back-to-freebsd-part-2,safe,Live Safe (Tech News)
https://github.com/ericlewis/libpo32,safe,Live Safe (Tech News)
https://cohere.com/blog/transcribe,safe,Live Safe (Tech News)
https://www.stepsecurity.io/blog/axios-compromised-on-npm-malicious-versions-drop-remote-access-trojan,safe,Live Safe (Tech News)
https://github.com/timescale/pg_textsearch,safe,Live Safe (Tech News)
https://tech.stonecharioteer.com/posts/2026/tailscale-exit-nodes/,safe,Live Safe (Tech News)
https://news.future-shock.ai/the-weight-of-remembering/,safe,Live Safe (Tech News)
https://www.os2museum.com/wp/learn-something-old-every-day-part-xviii-how-does-fpu-detection-work/,safe,Live Safe (Tech News)
https://amazon-clone-gray-psi.vercel.app/,phishing,Live Phishing (OpenPhish)
https://shankha03.github.io/Ecommerce_Replica_SD/,phishing,Live Phishing (OpenPhish)
http://kkucoinn-i-en.webflow.io/,phishing,Live Phishing (OpenPhish)
http://pub-f116f875e0aa4d7cb9e2ecfa533098af.r2.dev/index.html,phishing,Live Phishing (OpenPhish)
https://roblox.com.ge/users/9431472086/profile,phishing,Live Phishing (OpenPhish)
http://amazon-clone-ivory-beta.vercel.app/,phishing,Live Phishing (OpenPhish)
https://status.freightinternationalservices.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Live Phishing (OpenPhish)
http://instagram-clone-tau-six.vercel.app/,phishing,Live Phishing (OpenPhish)
https://www.robiox.com.py/users/104784821386/profile,phishing,Live Phishing (OpenPhish)
https://www.robiox.com.py/games/9377953133/Mobile-Sword-Fight?privateServerLinkCode=657526683957145096720202333557,phishing,Live Phishing (OpenPhish)
http://kucinsh-lgin.webflow.io/,phishing,Live Phishing (OpenPhish)
https://basicpension.028426.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Live Phishing (OpenPhish)
https://instagram-clone-eight.vercel.app/,phishing,Live Phishing (OpenPhish)
http://www.instagram-clone-eight.vercel.app/,phishing,Live Phishing (OpenPhish)
http://page--en-netcoins---com-cdn---autth.webflow.io/,phishing,Live Phishing (OpenPhish)
https://support.venmo.dpdns.org/signin/FdaqRrIg2S/index.php,phishing,Live Phishing (OpenPhish)
https://support.venmo.dpdns.org/signin/eeaFzOy3Xv/index.php,phishing,Live Phishing (OpenPhish)
http://facebookstartopup.info/,phishing,Live Phishing (OpenPhish)
https://ahmedraza-176.github.io/movies-site/,phishing,Live Phishing (OpenPhish)
http://bafkreiekbtzmshtc237taav2aevej2xm7rbnt5f4vkc5vavwijjg44m7vi.ipfs.dweb.link/,phishing,Live Phishing (OpenPhish)
https://support.venmo.dpdns.org/signin/I0Vlk9APaU/index.php,phishing,Live Phishing (OpenPhish)
http://f.digitalmaillane.com/igit/4/1lf2slzG5n8u52jua4GnvlGhuep9w4Gkf9G86yGhuGaG3,phishing,Live Phishing (OpenPhish)
https://pessoleldept.com/?r=6b2cc31c-ddb6-400c-80d3-28671fce4a2c&rg=eu,phishing,Live Phishing (OpenPhish)
http://amazon-clone-project-alpha.vercel.app/,phishing,Live Phishing (OpenPhish)
https://britpoint.pl/NZ43281941/Steps/auth/login.php,phishing,Live Phishing (OpenPhish)
https://britpoint.pl/NZ43281941/,phishing,Live Phishing (OpenPhish)
http://gmnbal.zeabur.app/,phishing,Live Phishing (OpenPhish)
http://kucoinlwoegin.webflow.io/,phishing,Live Phishing (OpenPhish)
http://gemini.91vip.de/,phishing,Live Phishing (OpenPhish)
https://trzeezorwollit.webflow.io/,phishing,Live Phishing (OpenPhish)
http://dervi-emprende12.vercel.app/,phishing,Live Phishing (OpenPhish)
http://www.dervi-emprende12.vercel.app/,phishing,Live Phishing (OpenPhish)
https://contact-helpcentre.vercel.app/,phishing,Live Phishing (OpenPhish)
https://support.venmo.dpdns.org/signin/fBwV1e9GTc/index.php,phishing,Live Phishing (OpenPhish)
https://easy-bank-btrx.vercel.app/,phishing,Live Phishing (OpenPhish)
http://www.easy-bank-btrx.vercel.app/,phishing,Live Phishing (OpenPhish)
http://amazon-clone-ruby-eight.vercel.app/,phishing,Live Phishing (OpenPhish)
https://www.robiox.com.py/users/167804845763/profile,phishing,Live Phishing (OpenPhish)
https://b256v.xyz/,phishing,Live Phishing (OpenPhish)
https://lnstagrarn.vercel.app/,phishing,Live Phishing (OpenPhish)
https://csa9630-aq2382.pages.dev/help/contact/3964/,phishing,Live Phishing (OpenPhish)
http://amazonwebclone.vercel.app/,phishing,Live Phishing (OpenPhish)
https://www-tokenpocket-com-1323537805.cos.accelerate.myqcloud.com/appdowns.html?a=1774962970963&b=1774962970963&c=1774962970963,phishing,Live Phishing (OpenPhish)
http://kukoeinlogsen.webflow.io/,phishing,Live Phishing (OpenPhish)
http://www.dpdlocalss.top/com,phishing,Live Phishing (OpenPhish)
https://bet7221.com/m/,phishing,Live Phishing (OpenPhish)
https://lnk.ink/www.robIox.com.share-code-08bc78fba17f69c57b139e0d2-type-Servers,phishing,Live Phishing (OpenPhish)
https://support.venmo.dpdns.org/signin/nipilkeLDY/index.php,phishing,Live Phishing (OpenPhish)
https://www.roblox.com.bn/games/2753915549/-Blox-Fruits,phishing,Live Phishing (OpenPhish)
https://lnk.ink/www.robIox.com.users-8746315480.profile,phishing,Live Phishing (OpenPhish)
https://amazon-clone-gray-psi.vercel.app/,phishing,Live Phishing (OpenPhish)
https://shankha03.github.io/Ecommerce_Replica_SD/,phishing,Live Phishing (OpenPhish)
http://kkucoinn-i-en.webflow.io/,phishing,Live Phishing (OpenPhish)
http://pub-f116f875e0aa4d7cb9e2ecfa533098af.r2.dev/index.html,phishing,Live Phishing (OpenPhish)
https://roblox.com.ge/users/9431472086/profile,phishing,Live Phishing (OpenPhish)
http://amazon-clone-ivory-beta.vercel.app/,phishing,Live Phishing (OpenPhish)
https://status.freightinternationalservices.com/s/63BZGFSVBWSFCDX7Y9/584dd8/90eab167-7429-489f-99f6-ce86e8d0d81a,phishing,Live Phishing (OpenPhish)
http://instagram-clone-tau-six.vercel.app/,phishing,Live Phishing (OpenPhish)
https://www.robiox.com.py/users/104784821386/profile,phishing,Live Phishing (OpenPhish)
