url,label,kategori
https://sheets.works/data-viz/every-gpu,safe,Live Safe (Tech News)
https://xd009642.github.io/2026/04/01/My-Experience-as-a-Rice-Farmer.html,safe,Live Safe (Tech News)
https://github.com/matthartman/ghost-pepper,safe,Live Safe (Tech News)
https://github.com/solod-dev/solod,safe,Live Safe (Tech News)
https://github.com/anthropics/claude-code/issues/42796,safe,Live Safe (Tech News)
https://midi.guide/blog/three-hunded-synths-one-app/,safe,Live Safe (Tech News)
https://www.newyorker.com/magazine/2026/04/13/sam-altman-may-control-our-future-can-he-be-trusted,safe,Live Safe (Tech News)
https://www.freestyle.sh/,safe,Live Safe (Tech News)
https://words.filippo.io/crqc-timeline/,safe,Live Safe (Tech News)
https://www.curiousmarc.com/space/apollo-guidance-computer,safe,Live Safe (Tech News)
https://codeberg.org/TechPaula/LT6502b,safe,Live Safe (Tech News)
https://www.science.org/content/blog-post/ah-peptides-where-begin,safe,Live Safe (Tech News)
https://krebsonsecurity.com/2026/04/germany-doxes-unkn-head-of-ru-ransomware-gangs-revil-gandcrab/,safe,Live Safe (Tech News)
https://www.govauctions.app/,safe,Live Safe (Tech News)
https://adashape.com,safe,Live Safe (Tech News)
https://belief.horse/notes/what-being-ripped-off-taught-me/,safe,Live Safe (Tech News)
https://www.showbiz411.com/2026/04/05/itunes-takeover-by-fake-ai-singer-eddie-dalton-now-occupies-eleven-spots-on-chart-despite-not-being-human-or-real-exclusive,safe,Live Safe (Tech News)
https://www.stephendiehl.com/posts/no_antimimetics/,safe,Live Safe (Tech News)
https://github.com/roscopeco/anos,safe,Live Safe (Tech News)
https://www.anthropic.com/news/google-broadcom-partnership-compute,safe,Live Safe (Tech News)
https://www.terrygodier.com/the-last-quiet-thing,safe,Live Safe (Tech News)
https://github.com/Netflix/void-model,safe,Live Safe (Tech News)
https://github.com/kitfunso/hippo-memory,safe,Live Safe (Tech News)
https://github.com/anzellai/sky,safe,Live Safe (Tech News)
https://www.macrumors.com/2026/04/06/iphone-apps-from-apple-update/,safe,Live Safe (Tech News)
https://hub.evenrealities.com/docs/getting-started/overview,safe,Live Safe (Tech News)
https://shapemachine.xyz/tusk/,safe,Live Safe (Tech News)
https://judoscale.com/blog/heroku-whats-going-on,safe,Live Safe (Tech News)
https://www.wesnoth.org,safe,Live Safe (Tech News)
http://juno-web-mail-75544b.webflow.io/,phishing,Mixed Content
http://aaktivsipylaterindon.prestocu.biz.id/,phishing,Mixed Content
https://zk-tiantianyingqiu.com/jp/,phishing,Typosquatting
https://coeinsquarreelogi.webflow.io/,phishing,Typosquatting
https://meets-choosing-jefferson-documented.trycloudflare.com/,phishing,Typosquatting
https://login-coinsquaren.webflow.io/,phishing,Credential Harvesting
https://mankalong.cn/jp/,phishing,Typosquatting
https://balorid.com/Shaw2022service/,phishing,Typosquatting
https://spotifyapp.co.com/,phishing,Typosquatting
http://pembatala4n-pinjamaan.plck.my.id/,phishing,Mixed Content
https://05313659.com/index.html,phishing,Typosquatting
http://aviationmanager.net/,phishing,Mixed Content
https://coeensquareelogin.webflow.io/,phishing,Credential Harvesting
http://ukjwkx.aviationmanager.net/,phishing,Mixed Content
https://accshomepage-log.github.io/confirm3.html,phishing,Credential Harvesting
https://coinsquuaarelogin.webflow.io/,phishing,Credential Harvesting
http://my-bllockifi-logg-in.webflow.io/,phishing,Mixed Content
https://www.robiox.com.py/users/274623304766/profile,phishing,Typosquatting
https://web-coinsquaree.webflow.io/,phishing,Typosquatting
https://rasika00.github.io/Netflix-clone/,phishing,Typosquatting
https://coinsquarelogin-new.webflow.io/,phishing,Credential Harvesting
http://ketanchaturvedi03.github.io/Netflix-Clone,phishing,Mixed Content
https://roblox.com.ge/users/1654861376/profile,phishing,Typosquatting
https://coiensquaarelogin.webflow.io/,phishing,Credential Harvesting
https://ca-coinsquaren-cdn.square.site/,phishing,Suspicious TLDs
https://8ujoo-4.pages.dev/gp/yourstore?ref_=nav_AccountFlyout_recs,phishing,Typosquatting
https://nidhi-2627.github.io/Amazon-Frontend/,phishing,Typosquatting
https://account-creation-five.vercel.app/,phishing,Credential Harvesting
https://www.robiox.com.py/users/288570462722/profile,phishing,Typosquatting
https://deniz.hizmetleri.seninle.hizmetlerimizdensfasfas.life/login.php,phishing,Excessive Subdomains
http://deniz.hizmetleri.seninle.hizmetlerimizdensfasfas.life/,phishing,Excessive Subdomains
https://coindapps.pages.dev/cyber,phishing,Typosquatting
https://coindapps.pages.dev/cyber.html,phishing,Typosquatting
https://www.veryshope.com/h5/index.html,phishing,Typosquatting
https://www.veryshope.com/,phishing,Typosquatting
http://static-host-zt85am7j-nano.eu-central-1.clawcloudrun.com/,phishing,Mixed Content
https://www.hapina-eta.vercel.app/,phishing,Typosquatting
